ClientKey,ClientVoornamen,ClientTussenvoegsel,ClientAchternaam,GeboorteJaar,ClientGeslacht,NotaRegelBedrag,NotaJaar,NotaKwartaal,NotaMaand,BuurtCode,BuurtNaam
14,Maud,,Dekker,2010,Meisje,2438.83,2021,Qtr 1,May,BU08260601,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,320.9,2020,Qtr 4,June,BU08261300,Dorst
14,Maud,,Dekker,2010,Meisje,1480.12,2019,Qtr 4,March,BU08260601,Vogelbuurt
14,Maud,,Dekker,2010,Meisje,1059.5,2019,Qtr 2,April,BU08260102,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,0.55,2021,Qtr 4,May,BU08261300,Dorst
14,Maud,,Dekker,2010,Meisje,1657.53,2018,Qtr 2,June,BU08261300,Vogelbuurt
14,Maud,,Dekker,2010,Meisje,924.27,2020,Qtr 4,August,BU08261300,Vogelbuurt
14,Maud,,Dekker,2010,Meisje,2310.94,2021,Qtr 2,April,BU08261300,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,756.66,2019,Qtr 1,December,BU08260601,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,1675.3,2020,Qtr 3,March,BU08260300,Slotjes-West
14,Maud,,Dekker,2010,Meisje,2053.2,2020,Qtr 3,November,BU08261307,Dorst
14,Maud,,Dekker,2010,Meisje,116.95,2018,Qtr 4,January,BU08261300,Vogelbuurt
14,Maud,,Dekker,2010,Meisje,1763.44,2021,Qtr 3,November,BU08260300,Dorst
14,Maud,,Dekker,2010,Meisje,2159.99,2019,Qtr 1,June,BU08260102,Slotjes-West
14,Maud,,Dekker,2010,Meisje,942.92,2020,Qtr 3,January,BU08261300,Dorst
14,Maud,,Dekker,2010,Meisje,817.81,2021,Qtr 3,August,BU08260300,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,2425.08,2021,Qtr 2,July,BU08261307,Buitengebied Dorst-Zuid
14,Maud,,Dekker,2010,Meisje,1625.77,2019,Qtr 4,May,BU08261300,Dorst
15,Izaak,,Steensma,2015,Jongen,678.13,2020,Qtr 2,November,BU08261300,Sterrenbuurt
15,Izaak,,Steensma,2015,Jongen,2231.26,2021,Qtr 2,November,BU08260601,Sterrenbuurt
15,Izaak,,Steensma,2015,Jongen,297.82,2018,Qtr 2,March,BU08260601,Dorst
15,Izaak,,Steensma,2015,Jongen,2205.16,2020,Qtr 3,December,BU08261307,Sterrenbuurt
15,Izaak,,Steensma,2015,Jongen,1734.48,2021,Qtr 2,July,BU08260601,Dorst
15,Izaak,,Steensma,2015,Jongen,726.54,2020,Qtr 4,May,BU08260300,Vogelbuurt
15,Izaak,,Steensma,2015,Jongen,1743.03,2020,Qtr 4,May,BU08261300,Slotjes-West
15,Izaak,,Steensma,2015,Jongen,1825.61,2021,Qtr 2,April,BU08260102,Slotjes-West
15,Izaak,,Steensma,2015,Jongen,2194.07,2021,Qtr 1,December,BU08260601,Sterrenbuurt
15,Izaak,,Steensma,2015,Jongen,486.82,2021,Qtr 1,August,BU08260102,Dorst
15,Izaak,,Steensma,2015,Jongen,1647.07,2020,Qtr 2,August,BU08260300,Slotjes-West
15,Izaak,,Steensma,2015,Jongen,2075.93,2021,Qtr 1,October,BU08260102,Buitengebied Dorst-Zuid
15,Izaak,,Steensma,2015,Jongen,1697.86,2020,Qtr 1,June,BU08260102,Dorst
15,Izaak,,Steensma,2015,Jongen,965.61,2020,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
15,Izaak,,Steensma,2015,Jongen,1999.57,2020,Qtr 1,July,BU08260102,Vogelbuurt
15,Izaak,,Steensma,2015,Jongen,635.25,2021,Qtr 4,May,BU08260102,Dorst
15,Izaak,,Steensma,2015,Jongen,497.21,2018,Qtr 1,November,BU08260102,Buitengebied Dorst-Zuid
15,Izaak,,Steensma,2015,Jongen,1233.11,2020,Qtr 4,April,BU08260300,Sterrenbuurt
15,Izaak,,Steensma,2015,Jongen,1492.98,2018,Qtr 3,December,BU08261300,Vogelbuurt
15,Izaak,,Steensma,2015,Jongen,1373.79,2019,Qtr 4,November,BU08260601,Slotjes-West
16,Lotte,,Backer,2011,Meisje,652.31,2019,Qtr 4,March,BU08260300,Dorst
16,Lotte,,Backer,2011,Meisje,2091.68,2021,Qtr 3,May,BU08261300,Sterrenbuurt
16,Lotte,,Backer,2011,Meisje,2295.74,2019,Qtr 4,November,BU08261307,Sterrenbuurt
16,Lotte,,Backer,2011,Meisje,1791.81,2021,Qtr 3,June,BU08260601,Slotjes-West
16,Lotte,,Backer,2011,Meisje,2112.42,2019,Qtr 3,January,BU08260300,Slotjes-West
16,Lotte,,Backer,2011,Meisje,1034.38,2018,Qtr 1,July,BU08260601,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,2221.01,2020,Qtr 3,February,BU08261300,Sterrenbuurt
16,Lotte,,Backer,2011,Meisje,2149.43,2019,Qtr 3,September,BU08261307,Slotjes-West
16,Lotte,,Backer,2011,Meisje,724.88,2019,Qtr 2,April,BU08261307,Buitengebied Dorst-Zuid
16,Lotte,,Backer,2011,Meisje,523.09,2018,Qtr 2,September,BU08260300,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,987.34,2021,Qtr 3,February,BU08261300,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,2254.9,2021,Qtr 1,October,BU08260300,Dorst
16,Lotte,,Backer,2011,Meisje,2322.57,2019,Qtr 4,February,BU08260102,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,1514.86,2021,Qtr 1,September,BU08260601,Sterrenbuurt
16,Lotte,,Backer,2011,Meisje,152.39,2018,Qtr 1,February,BU08261307,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,2470.5,2021,Qtr 1,March,BU08260601,Slotjes-West
16,Lotte,,Backer,2011,Meisje,1677.59,2021,Qtr 1,August,BU08260300,Buitengebied Dorst-Zuid
16,Lotte,,Backer,2011,Meisje,966.8,2019,Qtr 3,May,BU08260601,Vogelbuurt
16,Lotte,,Backer,2011,Meisje,381.57,2018,Qtr 2,May,BU08260102,Slotjes-West
16,Lotte,,Backer,2011,Meisje,2361.63,2020,Qtr 3,December,BU08261300,Buitengebied Dorst-Zuid
17,Maud,de,Wilgenburg,2005,Meisje,925.63,2021,Qtr 3,November,BU08261307,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,1320.58,2021,Qtr 4,October,BU08260300,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,2172.63,2019,Qtr 3,February,BU08260102,Buitengebied Dorst-Zuid
17,Maud,de,Wilgenburg,2005,Meisje,1466.71,2018,Qtr 1,December,BU08260102,Buitengebied Dorst-Zuid
17,Maud,de,Wilgenburg,2005,Meisje,335.64,2021,Qtr 4,February,BU08260102,Sterrenbuurt
17,Maud,de,Wilgenburg,2005,Meisje,1326.46,2019,Qtr 4,November,BU08261307,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,1424.81,2019,Qtr 1,November,BU08261300,Dorst
17,Maud,de,Wilgenburg,2005,Meisje,2209.89,2021,Qtr 4,March,BU08260601,Dorst
17,Maud,de,Wilgenburg,2005,Meisje,708.43,2019,Qtr 2,September,BU08261307,Sterrenbuurt
17,Maud,de,Wilgenburg,2005,Meisje,2056.55,2020,Qtr 2,September,BU08261300,Vogelbuurt
17,Maud,de,Wilgenburg,2005,Meisje,348.39,2018,Qtr 2,August,BU08260102,Dorst
17,Maud,de,Wilgenburg,2005,Meisje,1825.81,2021,Qtr 3,July,BU08261300,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,900.9,2018,Qtr 3,April,BU08261307,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,2106.97,2021,Qtr 1,August,BU08261300,Sterrenbuurt
17,Maud,de,Wilgenburg,2005,Meisje,347.37,2019,Qtr 3,November,BU08260601,Sterrenbuurt
17,Maud,de,Wilgenburg,2005,Meisje,291.62,2020,Qtr 3,December,BU08261307,Sterrenbuurt
17,Maud,de,Wilgenburg,2005,Meisje,1588.29,2020,Qtr 2,June,BU08260601,Vogelbuurt
17,Maud,de,Wilgenburg,2005,Meisje,334.67,2020,Qtr 4,July,BU08260102,Slotjes-West
17,Maud,de,Wilgenburg,2005,Meisje,856.46,2018,Qtr 1,July,BU08260102,Buitengebied Dorst-Zuid
17,Maud,de,Wilgenburg,2005,Meisje,1126.59,2019,Qtr 4,June,BU08260300,Slotjes-West
18,Lotte,de,Bosveld,2014,Meisje,2424.18,2018,Qtr 2,July,BU08260102,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,305.62,2018,Qtr 1,October,BU08260102,Vogelbuurt
18,Lotte,de,Bosveld,2014,Meisje,1306.45,2021,Qtr 2,December,BU08260300,Vogelbuurt
18,Lotte,de,Bosveld,2014,Meisje,1333.52,2021,Qtr 2,March,BU08261300,Sterrenbuurt
18,Lotte,de,Bosveld,2014,Meisje,1207.65,2018,Qtr 4,June,BU08261300,Slotjes-West
18,Lotte,de,Bosveld,2014,Meisje,1546.65,2018,Qtr 1,January,BU08260102,Vogelbuurt
18,Lotte,de,Bosveld,2014,Meisje,218.14,2020,Qtr 2,February,BU08260300,Vogelbuurt
18,Lotte,de,Bosveld,2014,Meisje,1079.6,2020,Qtr 2,March,BU08260102,Slotjes-West
18,Lotte,de,Bosveld,2014,Meisje,2037.18,2021,Qtr 1,February,BU08261307,Slotjes-West
18,Lotte,de,Bosveld,2014,Meisje,1877.59,2021,Qtr 1,October,BU08261307,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,657.36,2018,Qtr 3,October,BU08260300,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,1230.82,2020,Qtr 1,October,BU08261300,Sterrenbuurt
18,Lotte,de,Bosveld,2014,Meisje,2444.22,2021,Qtr 4,February,BU08260102,Slotjes-West
18,Lotte,de,Bosveld,2014,Meisje,1913.85,2018,Qtr 4,December,BU08260601,Dorst
18,Lotte,de,Bosveld,2014,Meisje,620.89,2018,Qtr 3,December,BU08260102,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,1341.91,2021,Qtr 4,October,BU08261307,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,1431.53,2020,Qtr 4,September,BU08260300,Vogelbuurt
18,Lotte,de,Bosveld,2014,Meisje,2220.32,2019,Qtr 4,July,BU08261307,Buitengebied Dorst-Zuid
18,Lotte,de,Bosveld,2014,Meisje,1851.55,2019,Qtr 4,January,BU08261300,Dorst
18,Lotte,de,Bosveld,2014,Meisje,2127.75,2020,Qtr 3,March,BU08261300,Vogelbuurt
19,Sem,,Meijer,2010,Jongen,548.47,2019,Qtr 3,July,BU08261300,Dorst
19,Sem,,Meijer,2010,Jongen,1720.8,2020,Qtr 3,October,BU08260601,Sterrenbuurt
19,Sem,,Meijer,2010,Jongen,64.38,2019,Qtr 2,November,BU08260300,Sterrenbuurt
19,Sem,,Meijer,2010,Jongen,623.07,2018,Qtr 3,August,BU08260300,Slotjes-West
19,Sem,,Meijer,2010,Jongen,1364.84,2020,Qtr 1,July,BU08260300,Buitengebied Dorst-Zuid
19,Sem,,Meijer,2010,Jongen,2338.46,2021,Qtr 4,August,BU08261307,Dorst
19,Sem,,Meijer,2010,Jongen,2397.6,2020,Qtr 3,June,BU08260601,Dorst
19,Sem,,Meijer,2010,Jongen,1140.07,2020,Qtr 3,March,BU08260102,Buitengebied Dorst-Zuid
19,Sem,,Meijer,2010,Jongen,2066.53,2020,Qtr 4,October,BU08261307,Vogelbuurt
19,Sem,,Meijer,2010,Jongen,1639.17,2020,Qtr 3,March,BU08260300,Slotjes-West
19,Sem,,Meijer,2010,Jongen,172.11,2020,Qtr 1,October,BU08261300,Slotjes-West
19,Sem,,Meijer,2010,Jongen,43.89,2021,Qtr 1,December,BU08261307,Vogelbuurt
19,Sem,,Meijer,2010,Jongen,2411.41,2019,Qtr 1,April,BU08260601,Buitengebied Dorst-Zuid
19,Sem,,Meijer,2010,Jongen,487.4,2020,Qtr 1,November,BU08261300,Sterrenbuurt
19,Sem,,Meijer,2010,Jongen,2110.41,2018,Qtr 3,September,BU08260102,Vogelbuurt
19,Sem,,Meijer,2010,Jongen,2369.22,2018,Qtr 4,March,BU08260102,Sterrenbuurt
19,Sem,,Meijer,2010,Jongen,1785.29,2021,Qtr 1,August,BU08260102,Slotjes-West
19,Sem,,Meijer,2010,Jongen,1066.96,2020,Qtr 1,June,BU08260102,Buitengebied Dorst-Zuid
19,Sem,,Meijer,2010,Jongen,1057.43,2020,Qtr 3,July,BU08261300,Dorst
19,Sem,,Meijer,2010,Jongen,175.97,2019,Qtr 3,November,BU08260601,Buitengebied Dorst-Zuid
20,Sanne,der,Hendriksen,2015,Jongen,1433.57,2020,Qtr 3,March,BU08260300,Vogelbuurt
20,Sanne,der,Hendriksen,2015,Jongen,978.56,2021,Qtr 4,October,BU08261307,Buitengebied Dorst-Zuid
20,Sanne,der,Hendriksen,2015,Jongen,2299.75,2021,Qtr 4,February,BU08260300,Sterrenbuurt
20,Sanne,der,Hendriksen,2015,Jongen,91.13,2021,Qtr 1,January,BU08261307,Dorst
20,Sanne,der,Hendriksen,2015,Jongen,2032.35,2020,Qtr 3,October,BU08261300,Slotjes-West
20,Sanne,der,Hendriksen,2015,Jongen,1425.43,2018,Qtr 1,February,BU08260300,Vogelbuurt
20,Sanne,der,Hendriksen,2015,Jongen,1554.51,2020,Qtr 3,June,BU08260300,Sterrenbuurt
20,Sanne,der,Hendriksen,2015,Jongen,2328.63,2018,Qtr 1,July,BU08260601,Dorst
20,Sanne,der,Hendriksen,2015,Jongen,490.71,2018,Qtr 1,February,BU08261307,Slotjes-West
20,Sanne,der,Hendriksen,2015,Jongen,111.66,2020,Qtr 1,February,BU08260601,Dorst
20,Sanne,der,Hendriksen,2015,Jongen,758.3,2021,Qtr 1,December,BU08260601,Slotjes-West
20,Sanne,der,Hendriksen,2015,Jongen,1400.19,2020,Qtr 3,October,BU08260300,Vogelbuurt
20,Sanne,der,Hendriksen,2015,Jongen,2322.93,2020,Qtr 2,December,BU08260601,Buitengebied Dorst-Zuid
20,Sanne,der,Hendriksen,2015,Jongen,1342.53,2020,Qtr 3,April,BU08261300,Buitengebied Dorst-Zuid
20,Sanne,der,Hendriksen,2015,Jongen,1976.67,2019,Qtr 2,August,BU08261307,Dorst
20,Sanne,der,Hendriksen,2015,Jongen,2052.77,2019,Qtr 4,November,BU08260102,Vogelbuurt
20,Sanne,der,Hendriksen,2015,Jongen,2198.64,2020,Qtr 4,February,BU08260300,Slotjes-West
20,Sanne,der,Hendriksen,2015,Jongen,2222.57,2019,Qtr 1,May,BU08261307,Sterrenbuurt
20,Sanne,der,Hendriksen,2015,Jongen,1352.88,2020,Qtr 2,September,BU08261307,Buitengebied Dorst-Zuid
20,Sanne,der,Hendriksen,2015,Jongen,222.82,2018,Qtr 4,February,BU08260102,Sterrenbuurt
21,Maroua,,Bosveld,2013,Meisje,1848.3,2019,Qtr 2,November,BU08260601,Dorst
21,Maroua,,Bosveld,2013,Meisje,855.96,2021,Qtr 2,November,BU08261307,Dorst
21,Maroua,,Bosveld,2013,Meisje,1945.16,2020,Qtr 2,July,BU08260300,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,2401.05,2018,Qtr 1,December,BU08260300,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,23.89,2019,Qtr 3,July,BU08261300,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,2304.47,2020,Qtr 3,March,BU08260102,Buitengebied Dorst-Zuid
21,Maroua,,Bosveld,2013,Meisje,1529.47,2020,Qtr 3,April,BU08261307,Buitengebied Dorst-Zuid
21,Maroua,,Bosveld,2013,Meisje,97.21,2021,Qtr 2,March,BU08260102,Dorst
21,Maroua,,Bosveld,2013,Meisje,824.78,2019,Qtr 4,August,BU08260300,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,369.71,2020,Qtr 2,March,BU08260102,Vogelbuurt
21,Maroua,,Bosveld,2013,Meisje,2247.22,2020,Qtr 4,October,BU08260300,Sterrenbuurt
21,Maroua,,Bosveld,2013,Meisje,1851.44,2020,Qtr 4,December,BU08261300,Buitengebied Dorst-Zuid
21,Maroua,,Bosveld,2013,Meisje,1046.38,2020,Qtr 1,September,BU08260601,Dorst
21,Maroua,,Bosveld,2013,Meisje,390.26,2020,Qtr 4,December,BU08260601,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,1796.34,2021,Qtr 1,August,BU08260300,Sterrenbuurt
21,Maroua,,Bosveld,2013,Meisje,295.06,2020,Qtr 4,July,BU08260102,Sterrenbuurt
21,Maroua,,Bosveld,2013,Meisje,364.37,2018,Qtr 2,March,BU08261300,Slotjes-West
21,Maroua,,Bosveld,2013,Meisje,829.02,2019,Qtr 4,November,BU08261307,Buitengebied Dorst-Zuid
21,Maroua,,Bosveld,2013,Meisje,260.2,2021,Qtr 1,October,BU08260300,Dorst
21,Maroua,,Bosveld,2013,Meisje,2313.17,2018,Qtr 4,August,BU08261300,Vogelbuurt
22,Bader,,Bosman,2009,Jongen,1723.94,2019,Qtr 4,June,BU08261307,Buitengebied Dorst-Zuid
22,Bader,,Bosman,2009,Jongen,2100.6,2018,Qtr 2,February,BU08261307,Dorst
22,Bader,,Bosman,2009,Jongen,102.24,2018,Qtr 2,October,BU08260300,Vogelbuurt
22,Bader,,Bosman,2009,Jongen,111.41,2021,Qtr 1,December,BU08261307,Buitengebied Dorst-Zuid
22,Bader,,Bosman,2009,Jongen,1856.16,2021,Qtr 1,April,BU08261300,Vogelbuurt
22,Bader,,Bosman,2009,Jongen,951.02,2019,Qtr 4,April,BU08260102,Slotjes-West
22,Bader,,Bosman,2009,Jongen,1883.56,2021,Qtr 2,March,BU08260601,Buitengebied Dorst-Zuid
22,Bader,,Bosman,2009,Jongen,1653.29,2021,Qtr 2,May,BU08260300,Vogelbuurt
22,Bader,,Bosman,2009,Jongen,2045.09,2021,Qtr 3,July,BU08261300,Vogelbuurt
22,Bader,,Bosman,2009,Jongen,862.87,2020,Qtr 2,August,BU08261300,Buitengebied Dorst-Zuid
22,Bader,,Bosman,2009,Jongen,559.95,2020,Qtr 3,September,BU08260601,Dorst
22,Bader,,Bosman,2009,Jongen,1574.53,2019,Qtr 4,February,BU08260601,Dorst
22,Bader,,Bosman,2009,Jongen,208.88,2018,Qtr 1,May,BU08261300,Dorst
22,Bader,,Bosman,2009,Jongen,2257.68,2020,Qtr 4,June,BU08260102,Slotjes-West
22,Bader,,Bosman,2009,Jongen,112.55,2021,Qtr 4,November,BU08260601,Sterrenbuurt
22,Bader,,Bosman,2009,Jongen,2379.94,2018,Qtr 4,August,BU08260601,Slotjes-West
22,Bader,,Bosman,2009,Jongen,858.47,2020,Qtr 1,December,BU08260601,Slotjes-West
22,Bader,,Bosman,2009,Jongen,1169.74,2020,Qtr 4,March,BU08260300,Slotjes-West
22,Bader,,Bosman,2009,Jongen,1353.67,2018,Qtr 3,May,BU08260102,Dorst
22,Bader,,Bosman,2009,Jongen,465.17,2020,Qtr 3,March,BU08260601,Slotjes-West
23,Finn,,Hendriksen,2013,Jongen,510.24,2018,Qtr 3,March,BU08260601,Sterrenbuurt
23,Finn,,Hendriksen,2013,Jongen,981.09,2020,Qtr 3,March,BU08260102,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,2366.87,2020,Qtr 1,February,BU08260601,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,1383.02,2018,Qtr 4,September,BU08260300,Dorst
23,Finn,,Hendriksen,2013,Jongen,2192.67,2019,Qtr 1,November,BU08261300,Slotjes-West
23,Finn,,Hendriksen,2013,Jongen,588.72,2021,Qtr 2,March,BU08260300,Buitengebied Dorst-Zuid
23,Finn,,Hendriksen,2013,Jongen,1731.89,2020,Qtr 4,January,BU08260300,Buitengebied Dorst-Zuid
23,Finn,,Hendriksen,2013,Jongen,1630.66,2019,Qtr 4,April,BU08260601,Sterrenbuurt
23,Finn,,Hendriksen,2013,Jongen,182.35,2021,Qtr 4,August,BU08260102,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,1233.94,2018,Qtr 1,March,BU08261300,Slotjes-West
23,Finn,,Hendriksen,2013,Jongen,1837.03,2019,Qtr 2,June,BU08260300,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,1746.5,2021,Qtr 4,December,BU08260601,Dorst
23,Finn,,Hendriksen,2013,Jongen,1209.12,2020,Qtr 3,June,BU08260102,Buitengebied Dorst-Zuid
23,Finn,,Hendriksen,2013,Jongen,587.53,2018,Qtr 4,March,BU08260102,Sterrenbuurt
23,Finn,,Hendriksen,2013,Jongen,826.69,2019,Qtr 1,March,BU08260102,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,103.45,2021,Qtr 4,November,BU08260300,Slotjes-West
23,Finn,,Hendriksen,2013,Jongen,1190.89,2019,Qtr 2,March,BU08260102,Vogelbuurt
23,Finn,,Hendriksen,2013,Jongen,624.63,2021,Qtr 3,February,BU08260300,Sterrenbuurt
23,Finn,,Hendriksen,2013,Jongen,1892.04,2019,Qtr 2,May,BU08260300,Buitengebied Dorst-Zuid
23,Finn,,Hendriksen,2013,Jongen,2305.93,2018,Qtr 2,January,BU08260601,Vogelbuurt
24,Finn,de,Wilgenburg,2008,Meisje,2302.95,2020,Qtr 3,July,BU08260102,Dorst
24,Finn,de,Wilgenburg,2008,Meisje,723.98,2019,Qtr 3,March,BU08260601,Vogelbuurt
24,Finn,de,Wilgenburg,2008,Meisje,2247.21,2019,Qtr 1,July,BU08261300,Sterrenbuurt
24,Finn,de,Wilgenburg,2008,Meisje,129.01,2018,Qtr 3,October,BU08260300,Dorst
24,Finn,de,Wilgenburg,2008,Meisje,2349.72,2020,Qtr 3,June,BU08261307,Sterrenbuurt
24,Finn,de,Wilgenburg,2008,Meisje,669.54,2018,Qtr 3,January,BU08261300,Slotjes-West
24,Finn,de,Wilgenburg,2008,Meisje,1244.88,2019,Qtr 3,July,BU08261300,Dorst
24,Finn,de,Wilgenburg,2008,Meisje,1640.24,2019,Qtr 2,June,BU08260102,Dorst
24,Finn,de,Wilgenburg,2008,Meisje,1678.16,2020,Qtr 4,August,BU08260102,Buitengebied Dorst-Zuid
24,Finn,de,Wilgenburg,2008,Meisje,1164.93,2018,Qtr 2,December,BU08260300,Slotjes-West
24,Finn,de,Wilgenburg,2008,Meisje,1862.77,2021,Qtr 2,December,BU08260300,Sterrenbuurt
24,Finn,de,Wilgenburg,2008,Meisje,99.06,2021,Qtr 3,March,BU08261300,Sterrenbuurt
24,Finn,de,Wilgenburg,2008,Meisje,327.91,2020,Qtr 1,September,BU08261307,Buitengebied Dorst-Zuid
24,Finn,de,Wilgenburg,2008,Meisje,495.38,2019,Qtr 3,December,BU08260300,Slotjes-West
24,Finn,de,Wilgenburg,2008,Meisje,1341.06,2020,Qtr 4,March,BU08260300,Slotjes-West
24,Finn,de,Wilgenburg,2008,Meisje,2022.63,2021,Qtr 3,February,BU08260601,Buitengebied Dorst-Zuid
24,Finn,de,Wilgenburg,2008,Meisje,753.05,2019,Qtr 1,June,BU08260601,Sterrenbuurt
24,Finn,de,Wilgenburg,2008,Meisje,933.44,2019,Qtr 3,July,BU08260300,Dorst
24,Finn,de,Wilgenburg,2008,Meisje,1556.79,2019,Qtr 1,November,BU08260601,Slotjes-West
24,Finn,de,Wilgenburg,2008,Meisje,1056.47,2019,Qtr 3,April,BU08261300,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,1542.42,2020,Qtr 3,November,BU08261300,Vogelbuurt
25,Lorena,,Hendriksen,2008,Meisje,685.1,2021,Qtr 2,March,BU08261300,Vogelbuurt
25,Lorena,,Hendriksen,2008,Meisje,53.76,2021,Qtr 1,June,BU08261307,Dorst
25,Lorena,,Hendriksen,2008,Meisje,670.54,2019,Qtr 3,May,BU08261307,Vogelbuurt
25,Lorena,,Hendriksen,2008,Meisje,1503.9,2020,Qtr 1,June,BU08260601,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,1263.0,2021,Qtr 2,April,BU08260601,Sterrenbuurt
25,Lorena,,Hendriksen,2008,Meisje,1225.0,2018,Qtr 2,November,BU08261307,Sterrenbuurt
25,Lorena,,Hendriksen,2008,Meisje,1396.56,2021,Qtr 1,May,BU08260102,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,2184.73,2019,Qtr 1,September,BU08261300,Sterrenbuurt
25,Lorena,,Hendriksen,2008,Meisje,267.54,2018,Qtr 4,September,BU08260601,Sterrenbuurt
25,Lorena,,Hendriksen,2008,Meisje,946.14,2020,Qtr 2,October,BU08261300,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,1977.95,2020,Qtr 1,February,BU08260300,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,1362.83,2019,Qtr 2,January,BU08260601,Dorst
25,Lorena,,Hendriksen,2008,Meisje,656.24,2020,Qtr 3,June,BU08260300,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,2291.11,2021,Qtr 1,July,BU08260300,Buitengebied Dorst-Zuid
25,Lorena,,Hendriksen,2008,Meisje,718.34,2018,Qtr 3,March,BU08260300,Sterrenbuurt
25,Lorena,,Hendriksen,2008,Meisje,373.89,2019,Qtr 3,December,BU08260601,Buitengebied Dorst-Zuid
25,Lorena,,Hendriksen,2008,Meisje,833.58,2018,Qtr 4,October,BU08260601,Vogelbuurt
25,Lorena,,Hendriksen,2008,Meisje,1219.29,2021,Qtr 2,April,BU08260601,Slotjes-West
25,Lorena,,Hendriksen,2008,Meisje,472.48,2021,Qtr 2,March,BU08261307,Slotjes-West
26,Jikke,,Lake,2008,Jongen,2377.1,2021,Qtr 4,May,BU08261300,Buitengebied Dorst-Zuid
26,Jikke,,Lake,2008,Jongen,1904.43,2019,Qtr 3,August,BU08260102,Dorst
26,Jikke,,Lake,2008,Jongen,1162.95,2020,Qtr 2,May,BU08260102,Vogelbuurt
26,Jikke,,Lake,2008,Jongen,1416.49,2019,Qtr 3,January,BU08260601,Slotjes-West
26,Jikke,,Lake,2008,Jongen,1668.46,2021,Qtr 3,July,BU08260300,Buitengebied Dorst-Zuid
26,Jikke,,Lake,2008,Jongen,784.61,2018,Qtr 4,May,BU08261300,Sterrenbuurt
26,Jikke,,Lake,2008,Jongen,1060.8,2020,Qtr 4,October,BU08261300,Buitengebied Dorst-Zuid
26,Jikke,,Lake,2008,Jongen,1768.28,2021,Qtr 1,September,BU08260300,Dorst
26,Jikke,,Lake,2008,Jongen,1109.46,2021,Qtr 1,June,BU08261300,Dorst
26,Jikke,,Lake,2008,Jongen,1783.53,2021,Qtr 4,December,BU08261300,Vogelbuurt
26,Jikke,,Lake,2008,Jongen,1211.67,2020,Qtr 4,November,BU08260102,Vogelbuurt
26,Jikke,,Lake,2008,Jongen,955.64,2021,Qtr 2,September,BU08260601,Sterrenbuurt
26,Jikke,,Lake,2008,Jongen,1681.69,2018,Qtr 4,June,BU08261307,Buitengebied Dorst-Zuid
26,Jikke,,Lake,2008,Jongen,1254.51,2018,Qtr 4,September,BU08260102,Dorst
26,Jikke,,Lake,2008,Jongen,2048.88,2020,Qtr 1,August,BU08260601,Sterrenbuurt
26,Jikke,,Lake,2008,Jongen,868.72,2020,Qtr 4,October,BU08261300,Dorst
26,Jikke,,Lake,2008,Jongen,2348.12,2021,Qtr 3,January,BU08260102,Vogelbuurt
26,Jikke,,Lake,2008,Jongen,1895.04,2021,Qtr 2,May,BU08260102,Sterrenbuurt
26,Jikke,,Lake,2008,Jongen,75.96,2018,Qtr 3,September,BU08261300,Slotjes-West
